Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD36,OUT045,1777.35
FDW11,OUT046,899.52
FDN40,OUT049,2086.14
NCQ18,OUT049,1521.64
NCQ54,OUT017,2884.8
NCS42,OUT045,1498.46
DRH39,OUT010,165.97
FDC09,OUT027,2532.7
FDT08,OUT010,250.28
FDC08,OUT035,3578.56
FDT20,OUT017,585.3
FDS35,OUT035,1041.32
FDX58,OUT018,3044.85
FDW58,OUT046,1463.57
DRD27,OUT046,1412.91
FDH32,OUT019,176.1
FDS26,OUT035,3599.21
FDQ31,OUT046,1291.77
FDP11,OUT018,3023.05
FDD58,OUT017,1599.86
FDM33,OUT045,3260
FDZ16,OUT049,2930.73
NCS29,OUT010,372.69
NCM18,OUT019,118.33
FDP11,OUT049,3485.25
NCC42,OUT017,1927.72
DRM23,OUT046,2360.83
NCN55,OUT027,4248.97
FDK46,OUT013,3892.49
FDR01,OUT046,2257.93
NCA05,OUT045,1744.68
NCP43,OUT017,2476.51
FDR12,OUT010,329.52
FDQ01,OUT013,3473.81
FDM13,OUT046,1289.27
FDQ19,OUT017,2890.59
FDK56,OUT019,396.81
NCX06,OUT010,385.61
FDO56,OUT027,2658.98
FDU45,OUT045,1981.55
FDI16,OUT019,153.97
FDL32,OUT046,1573.2
FDA07,OUT046,1924.69
FDA14,OUT045,1945.64
FDV46,OUT027,3625.7
NCO07,OUT035,2229.03
NCP41,OUT046,1410.89
FDY60,OUT018,1007.87
FDN38,OUT017,3430.34
FDO15,OUT046,1146.74
FDT60,OUT013,1527.58
FDA55,OUT035,3705.79
FDE02,OUT010,204.98
DRJ39,OUT049,3798.75
FDV34,OUT035,1086.43
FDS20,OUT027,4330.82
FDF02,OUT027,2711.41
FDW40,OUT017,1807.75
NCB43,OUT046,2773.3
FDR58,OUT017,1178.39
DRJ59,OUT035,572.72
NCD30,OUT017,1293.53
FDE14,OUT017,1489.34
FDC28,OUT018,1238.49
FDU16,OUT018,1117.44
NCD19,OUT035,886.7
FDU21,OUT046,583.11
FDV59,OUT027,4489.06
FDU03,OUT045,2906.83
FDC33,OUT010,628.99
NCR42,OUT035,306.66
DRH59,OUT035,1231.71
NCM31,OUT035,1999.07
FDS50,OUT035,3442.8
FDP39,OUT046,669.93
FDQ55,OUT013,1864.84
FDV36,OUT019,211.54
FDI05,OUT027,2068.12
FDS45,OUT027,2044.68
FDA39,OUT045,584.75
FDC37,OUT010,208.77
FDJ60,OUT027,3933.78
DRQ35,OUT046,1573.03
NCJ06,OUT046,2057.92
NCY42,OUT018,1921.25
DRM37,OUT049,2661.93
FDR14,OUT045,713.35
FDE51,OUT049,622.35
FDT33,OUT017,2328.85
FDR08,OUT013,1670.82
FDE36,OUT010,332.4
FDL22,OUT019,159.84
FDR44,OUT013,1697.42
FDI56,OUT019,166.21
FDE47,OUT010,282.93
FDV27,OUT010,175.95
FDV10,OUT049,692.61
FDC40,OUT045,1253.86
NCX41,OUT013,3492.57
NCQ38,OUT027,1909.21
FDV12,OUT027,2729.23
FDE52,OUT017,1235.47
FDG20,OUT027,4334.46
FDV16,OUT027,959.06
FDI32,OUT017,2058.59
FDJ32,OUT049,753.9
FDN39,OUT018,1929.59
FDY34,OUT017,2898.27
FDC14,OUT035,602.09
FDA55,OUT017,3752.67
FDZ50,OUT010,460.51
DRG13,OUT049,2105.24
FDP01,OUT013,1966.44
NCG54,OUT017,2477.59
FDM13,OUT045,1287.62
NCO18,OUT027,3710.83
NCW41,OUT013,2560.72
FDM52,OUT027,3624.71
NCF55,OUT035,498.88
FDT09,OUT046,1827.49
NCM19,OUT035,1702.65
FDW12,OUT018,1755.46
FDP15,OUT019,545.27
FDK36,OUT045,713.52
FDZ25,OUT035,2753.1
NCW06,OUT049,2938.87
FDW60,OUT046,2396.78
DRC49,OUT013,2207.27
NCT17,OUT035,2868.54
NCN06,OUT018,2274.98
FDC45,OUT013,2365.83
DRJ47,OUT019,435.77
NCF06,OUT045,2474.85
FDE21,OUT010,249.78
DRG27,OUT013,676.03
FDW40,OUT049,1942.58
NCO53,OUT046,2822.51
FDE23,OUT049,647.03
FDQ16,OUT046,1631.01
FDS26,OUT045,3215.97
FDZ13,OUT010,100.34
FDS14,OUT049,2171.83
FDC10,OUT045,1706.84
FDY16,OUT049,3103.05
FDJ20,OUT035,1802.77
FDV43,OUT035,623.48
FDZ32,OUT027,1890.79
FDR23,OUT046,2375.4
FDN24,OUT035,932.77
FDE34,OUT027,5124.77
FDU31,OUT013,3225.51
FDW33,OUT018,1375.32
FDU26,OUT046,1712.44
FDE20,OUT027,3274.33
NCW05,OUT035,1558.49
FDB22,OUT018,2070.5
FDO56,OUT046,1514.06
FDA19,OUT027,3968.82
DRI39,OUT045,903.47
FDH52,OUT018,720.39
FDZ50,OUT035,3014.65
NCN42,OUT035,2720.8
FDB53,OUT013,2277.89
DRG11,OUT017,1446.76
DRK11,OUT027,3376.39
FDQ60,OUT017,1563.56
FDT36,OUT017,515.96
DRG25,OUT018,2600.47
DRJ23,OUT046,2551.97
FDG05,OUT035,2375.42
NCK06,OUT018,1769.91
FDU52,OUT017,2170.17
FDW07,OUT018,1085.39
NCM17,OUT045,656.26
FDA22,OUT045,2692.95
NCA41,OUT018,2735.87
FDF38,OUT035,548.99
FDH52,OUT046,983.43
FDY58,OUT019,579.85
FDZ16,OUT045,2914.21
NCM18,OUT017,1303.67
FDA22,OUT018,2028.65
NCJ43,OUT035,2520.63
FDI34,OUT027,7683.1
FDG56,OUT046,1230.9
FDS34,OUT046,1721.31
DRC01,OUT035,714.77
FDQ04,OUT035,613.81
FDK04,OUT035,681.58
FDT51,OUT049,1313.73
FDV26,OUT017,2842.72
FDS04,OUT049,1852.6
FDW43,OUT018,2756.45
FDQ28,OUT010,238.83
NCK06,OUT017,1480.89
FDS23,OUT018,1663.49
FDZ36,OUT019,417.35
FDE56,OUT018,692.49
FDW10,OUT027,4685.31
NCN14,OUT045,2895.32
NCQ18,OUT045,1478.38
FDW08,OUT017,1486.05
FDU43,OUT035,3382.27
FDR33,OUT010,287.06
FDM24,OUT010,332.46
NCZ05,OUT046,1539
NCV41,OUT035,1852.38
FDV11,OUT018,2057.72
NCY05,OUT035,589.52
FDV44,OUT018,2727.73
FDW32,OUT049,1066.5
NCU18,OUT027,3666.14
NCC43,OUT035,4020.55
FDW19,OUT013,1333.18
FDN31,OUT035,2787.94
FDI48,OUT045,617.4
FDS24,OUT017,1334.73
FDF46,OUT049,1611.71
DRG23,OUT017,2049.2
FDG14,OUT018,2075.72
NCY30,OUT049,2729.1
FDO28,OUT018,1656.47
DRD24,OUT035,1839.82
FDI33,OUT049,1391.12
FDN32,OUT046,2662.31
FDR16,OUT045,3852
FDF26,OUT046,2121.76
NCN29,OUT018,514.18
FDE20,OUT045,2909.16
FDA46,OUT046,2974.45
FDU28,OUT045,2813.08
FDQ48,OUT045,1437.82
FDV36,OUT013,1777.37
FDR14,OUT018,487.05
FDP23,OUT017,3082.82
FDP56,OUT013,616.93
FDK48,OUT010,165.67
FDR48,OUT046,1754.83
NCY29,OUT049,725.2
FDM22,OUT018,752.69
DRJ01,OUT013,1824.87
FDZ43,OUT045,3502.79
FDV03,OUT035,2434.3
FDX11,OUT027,3495.41
NCA41,OUT027,4198.89
FDE38,OUT017,2209.5
FDI27,OUT018,659.34
FDN32,OUT013,2963.72
NCN43,OUT017,1818.76
FDB47,OUT027,5338.01
FDV03,OUT017,2274.25
NCN30,OUT045,1315.73
NCV54,OUT010,287.68
FDV07,OUT013,1288.97
FDP07,OUT049,2146.33
FDK48,OUT018,701.28
FDM15,OUT019,225.13
FDY19,OUT027,2837.92
FDK46,OUT046,3702.11
FDY11,OUT045,1039.8
FDH09,OUT046,640.56
FDO08,OUT027,4046.43
FDU14,OUT013,3685.32
FDD22,OUT027,3415.72
FDM27,OUT017,2334.43
FDL02,OUT027,2520.91
NCA17,OUT035,2312.71
FDE38,OUT019,368.11
NCG07,OUT049,2879.61
DRC27,OUT013,2940.09
FDA27,OUT035,3162.21
FDW40,OUT045,1764.02
DRI11,OUT013,1470.96
FDN50,OUT046,1248.71
FDR12,OUT046,2436.98
FDT34,OUT027,2696.19
FDW11,OUT035,1002.42
NCO30,OUT027,4265.35
FDZ34,OUT017,3195.22
FDU45,OUT017,2145.28
NCD42,OUT035,578.12
FDX25,OUT045,2937.02
NCR29,OUT046,681.49
FDX43,OUT019,323.24
FDB04,OUT010,203.79
FDR49,OUT027,1342.39
FDS39,OUT018,1268.62
FDW58,OUT045,1398.68
FDG22,OUT019,53.5
FDG31,OUT017,922.19
NCV53,OUT027,4897.31
DRJ37,OUT035,2466.85
FDV07,OUT035,1405.2
FDW52,OUT018,2283.48
FDT15,OUT045,2956.9
FDD02,OUT018,1870.64
FDM16,OUT035,1156.77
NCE55,OUT046,2315.54
FDB57,OUT018,2676.6
FDQ04,OUT013,595.99
FDQ47,OUT019,63.24
FDY14,OUT019,378.29
DRK37,OUT017,2466.36
FDO25,OUT017,3672.8
FDL57,OUT046,3903.39
NCK29,OUT018,1694.01
FDK46,OUT027,6380.09
NCB43,OUT010,515.79
DRE01,OUT027,5633.72
FDC46,OUT018,2946.2
FDQ23,OUT045,1680.53
FDX38,OUT049,726.32
FDG60,OUT018,2681.24
FDW55,OUT017,3437.18
FDP39,OUT013,611.2
FDB20,OUT018,1079.49
FDV21,OUT017,2011.44
FDZ02,OUT013,1029.15
FDP19,OUT027,3325.1
FDA38,OUT035,3327.44
FDH22,OUT045,1831.57
DRM11,OUT045,3789.87
FDO12,OUT027,2102.79
FDT14,OUT049,2056.88
FDW34,OUT010,623.32
FDG04,OUT027,3527.63
FDW59,OUT018,995.8
FDR33,OUT018,1525.46
FDP32,OUT013,1570.78
FDL13,OUT027,5512.09
FDD22,OUT013,1695.1
FDV40,OUT027,2093.58
NCD55,OUT046,555.42
FDQ20,OUT010,76.9
FDD28,OUT045,682.85
FDC39,OUT045,3429.29
NCR17,OUT049,1782.31
DRO35,OUT018,1541.46
FDF40,OUT049,3944.04
FDR31,OUT018,2043.39
NCQ41,OUT017,2786.61
FDP38,OUT046,552.4
NCU54,OUT027,5430.36
FDG22,OUT018,354.57
DRK59,OUT013,3240.35
FDC37,OUT046,1707.04
NCO42,OUT013,2259.92
NCT42,OUT017,1718.13
FDX27,OUT035,1364.45
FDV40,OUT018,709.32
FDT45,OUT027,1336.1
FDS47,OUT019,215.03
FDR45,OUT035,4002.91
FDB03,OUT045,3389.21
FDO49,OUT035,762.45
FDU60,OUT027,4232.99
FDB26,OUT018,723.84
FDB46,OUT017,3232.48
FDQ37,OUT019,412.98
FDN03,OUT017,4198.77
NCX30,OUT045,4015.06
FDK32,OUT019,286.87
DRM47,OUT013,2674.69
NCO02,OUT046,1230.54
FDP04,OUT013,681.67
NCO43,OUT049,1774.34
FDD59,OUT013,1107.71
FDQ10,OUT017,2553.8
FDW45,OUT035,2527.66
NCK30,OUT049,3862.57
FDU31,OUT018,2420.8
NCQ17,OUT019,245.2
FDN01,OUT017,1880.75
FDZ19,OUT049,2257.02
DRG37,OUT017,2037.46
FDE32,OUT045,363.37
FDO34,OUT049,2584.21
FDM04,OUT019,76.7
FDZ25,OUT049,2609.36
FDU08,OUT049,1209.63
NCW30,OUT045,2426.67
NCM18,OUT013,885.67
FDS22,OUT035,609.96
NCH18,OUT017,3341.78
FDC23,OUT013,2686.89
FDY46,OUT013,2831.51
NCU06,OUT046,3471.03
FDX57,OUT045,1472.66
FDX36,OUT027,4659.94
FDL16,OUT045,676.96
FDT16,OUT010,579.52
FDN16,OUT018,1195.73
FDC03,OUT046,2659.26
DRF60,OUT013,3779.95
FDS27,OUT027,4573.09
FDP33,OUT010,514.72
FDJ36,OUT018,1074.03
NCR42,OUT013,281.38
FDV14,OUT017,1209.43
NCP42,OUT035,2293.64
FDB50,OUT027,1947.61
NCC30,OUT027,3763.3
FDA23,OUT018,1430.16
FDW16,OUT017,1086.77
FDQ52,OUT010,451.66
FDB58,OUT049,2440.08
NCP29,OUT049,904.91
NCM05,OUT045,3941.37
FDO25,OUT013,3523.04
NCM54,OUT046,1874.16
NCL54,OUT046,2540.86
FDL39,OUT010,472.71
FDF53,OUT018,2694.81
NCQ42,OUT035,1759.61
FDF58,OUT013,616.78
FDZ04,OUT035,974.06
FDE26,OUT019,207.34
FDS60,OUT017,2103.18
FDV58,OUT017,2530.66
FDM04,OUT045,758.28
FDE08,OUT035,2410.37
NCB43,OUT049,3185.83
FDU11,OUT010,159.65
FDF22,OUT019,457.46
FDE24,OUT013,1540.6
DRJ49,OUT046,1881.37
NCQ53,OUT035,4270.95
NCL41,OUT013,474.38
FDR22,OUT013,1453.2
FDH04,OUT035,1303.47
DRH15,OUT045,703.95
FDY40,OUT049,618.77
NCI17,OUT035,1419.63
NCC18,OUT013,2303.59
FDY28,OUT027,5309.19
FDB45,OUT027,2648.94
NCL30,OUT018,1534.1
FDM10,OUT017,3291.98
FDH22,OUT027,3102.42
NCZ53,OUT017,2885.89
NCI18,OUT013,2344.04
FDH14,OUT027,3215.13
FDR36,OUT027,976.79
FDW01,OUT045,2158.3
FDK02,OUT027,3122.14
FDJ02,OUT018,1804.45
FDU55,OUT013,4663.75
NCV18,OUT027,2109.81
FDH14,OUT018,1444.62
FDZ37,OUT045,1240.8
FDX49,OUT049,3642.75
NCD43,OUT046,1070.73
FDZ07,OUT013,914.24
FDK43,OUT035,2090.59
FDR32,OUT018,2944.5
FDT39,OUT013,2190.23
NCV54,OUT017,1854.5
FDF38,OUT018,373.18
FDV60,OUT046,2225.78
FDH44,OUT027,4136.55
FDS21,OUT046,976.81
NCL41,OUT045,523.82
FDM46,OUT017,1446.23
FDU27,OUT045,798.06
NCJ54,OUT017,3678.16
DRG51,OUT018,2091.52
NCA29,OUT019,283.71
FDR47,OUT045,2776.46
NCL19,OUT027,2963.73
DRG01,OUT049,1176.27
FDG10,OUT046,665.1
NCV05,OUT049,2222.03
NCH18,OUT019,504.24
FDV14,OUT018,1155.72
DRJ23,OUT035,2830.85
DRJ11,OUT046,2953.23
FDZ03,OUT017,2793.71
FDI27,OUT010,73.06
FDJ14,OUT018,1033.58
FDU32,OUT017,1915.13
FDD47,OUT027,3287.49
DRF36,OUT035,2892.88
FDM21,OUT046,3721.28
FDV10,OUT018,347.55
FDH60,OUT018,2666.37
FDX47,OUT010,309.73
FDT19,OUT019,394.34
FDO11,OUT045,4248.36
FDH24,OUT027,3582.8
FDL02,OUT018,1144.86
FDB02,OUT049,2165.8
FDA43,OUT046,2489.98
FDG52,OUT045,640.26
DRC12,OUT013,2750.63
FDY37,OUT018,1103.1
NCU18,OUT045,1813.39
FDU09,OUT035,712.59
DRJ25,OUT027,1231.89
DRE12,OUT018,1450.09
DRL47,OUT017,1713.55
DRK01,OUT046,1478.7
FDC22,OUT019,422.33
FDG44,OUT013,771.81
FDW04,OUT035,1783.84
FDK09,OUT049,3368.37
NCN43,OUT035,1908.98
FDG04,OUT049,2791.28
FDH32,OUT010,165.22
DRI47,OUT017,2277.66
DRE15,OUT013,1061.03
FDY11,OUT035,1079.69
FDO60,OUT049,636.87
FDQ20,OUT018,469.56
FDO57,OUT027,2982.2
FDT14,OUT019,310.88
FDA57,OUT049,621.33
DRN35,OUT017,735.24
FDJ03,OUT046,652.16
FDX28,OUT017,1491.2
DRE25,OUT045,1325.94
FDR09,OUT046,4026.92
FDB23,OUT035,3077.31
FDO08,OUT045,2264.74
FDQ23,OUT049,1633.54
FDW04,OUT013,1613.4
DRK13,OUT010,527.8
NCL17,OUT027,3004.05
FDY21,OUT035,3001.55
FDJ38,OUT027,3919.85
FDA37,OUT019,241.53
FDV43,OUT013,557.93
FDL36,OUT046,1423.76
FDD53,OUT045,569.01
FDZ19,OUT010,343.83
FDV21,OUT045,1936.05
NCL54,OUT018,2235.71
DRI47,OUT027,3212.66
DRG03,OUT049,2303.38
FDG21,OUT013,2635.39
FDW03,OUT018,1517.7
NCI55,OUT046,2424.48
DRC36,OUT019,403.14
FDH22,OUT017,1703.77
FDV20,OUT045,1907.99
NCU41,OUT027,4365.08
FDN46,OUT027,2565.29
FDK50,OUT045,2409.22
NCA05,OUT027,3746.23
DRH01,OUT018,2145.9
FDT08,OUT018,2005.36
FDM08,OUT018,3157.64
FDZ07,OUT035,1006.42
FDS22,OUT017,724.8
FDV35,OUT027,3934.22
FDI28,OUT010,159.37
FDW58,OUT027,2106.19
FDT52,OUT045,3710.38
FDY34,OUT046,2528.21
FDR10,OUT046,2631.23
FDK57,OUT017,1907.68
FDR02,OUT027,2947.39
FDX49,OUT046,3538.49
FDQ20,OUT046,585.27
DRK23,OUT045,4695.72
NCW06,OUT046,2661.63
FDR31,OUT017,2039.56
NCE43,OUT013,2585.59
DRO59,OUT027,2278.14
FDN09,OUT049,3568.7
FDR11,OUT046,2460.27
FDO57,OUT013,2146.51
NCX18,OUT017,2805.14
FDB05,OUT018,1586.67
FDQ08,OUT018,733.73
NCG43,OUT035,1423.54
FDJ56,OUT013,1421.39
FDA13,OUT010,84.21
FDO56,OUT017,1443.47
FDB37,OUT018,2356.62
FDZ02,OUT018,1071.9
FDQ24,OUT046,4007.83
FDM16,OUT013,871.57
FDU35,OUT049,1579.6
FDT35,OUT035,2632.45
NCX30,OUT049,3504.3
FDG04,OUT017,2467.49
FDI12,OUT035,1112.16
FDE35,OUT035,874.36
NCP14,OUT027,2097.58
NCY53,OUT045,1470.33
FDP49,OUT017,588.77
FDQ04,OUT017,713.3
FDM39,OUT035,2493.6
FDO58,OUT019,325.88
FDC56,OUT017,1896.93
NCQ54,OUT046,3042.27
FDV10,OUT027,948.28
NCK17,OUT046,647.32
NCF55,OUT027,636.61
FDV33,OUT013,3848.46
NCH29,OUT019,210.15
FDA37,OUT027,3275.77
FDH46,OUT018,1480.28
FDS25,OUT035,1870.64
FDH04,OUT027,2522.71
FDX52,OUT046,2694.24
NCD42,OUT017,540.5
FDW47,OUT017,1935.99
FDL25,OUT027,2599.62
NCJ06,OUT010,205.53
FDY09,OUT013,2318.66
FDS40,OUT046,573.91
FDH41,OUT017,3069.87
FDG38,OUT035,1289.26
FDU03,OUT027,4135.69
FDV20,OUT046,1906.67
DRB13,OUT045,1772.14
NCQ30,OUT013,1267.78
NCH06,OUT013,3395.05
FDU50,OUT018,1429.58
NCO42,OUT019,291.68
FDW09,OUT018,539.07
FDH04,OUT013,1185.18
FDC21,OUT045,1254.77
FDL21,OUT049,636.99
FDM46,OUT010,212.23
FDT22,OUT019,102.51
FDB28,OUT035,1850.98
FDI12,OUT018,1158.92
FDA28,OUT045,1735.49
FDF59,OUT013,1030.24
FDM45,OUT027,2550.46
FDQ56,OUT017,1456.09
FDR46,OUT049,2414.16
FDT01,OUT013,3282.56
FDD16,OUT027,2348.95
NCU30,OUT010,311.21
FDM40,OUT010,339.59
FDI56,OUT035,1492.05
NCS30,OUT013,1939.17
FDU08,OUT017,1180.75
FDX51,OUT027,4978.18
FDA43,OUT045,2595.9
FDX59,OUT010,54.3
FDC37,OUT018,1129.44
FDP58,OUT013,3330.37
NCY42,OUT035,1373.41
FDF21,OUT018,2853.99
FDU10,OUT027,866.18
DRL47,OUT018,1479.87
FDA58,OUT018,2502.63
FDJ22,OUT049,2813.81
FDK50,OUT046,2280.46
FDO38,OUT035,1213.51
DRF60,OUT035,3782.79
NCZ42,OUT019,418.83
FDD35,OUT049,1638.94
FDL25,OUT045,997.55
FDJ16,OUT013,743.22
DRK59,OUT049,3221.53
FDI50,OUT046,3887.62
NCB19,OUT045,1264.59
DRI37,OUT035,860.41
FDA14,OUT027,3250.59
FDC08,OUT018,3079.55
FDS45,OUT046,2056.28
FDI21,OUT049,1214.61
DRJ47,OUT035,2470.75
DRE37,OUT027,3529.46
FDT55,OUT018,2321.8
NCG42,OUT027,3676.87
FDA31,OUT049,2508.96
NCW42,OUT046,3492.17
FDF50,OUT017,3000.86
FDK56,OUT049,3230.93
FDX10,OUT035,447.75
NCK07,OUT027,3896.21
FDZ49,OUT017,3442.65
FDR33,OUT013,1673.42
FDO44,OUT018,1291.6
FDA20,OUT046,2932.36
NCL30,OUT045,1752.5
FDI05,OUT019,168.78
FDQ12,OUT018,2533.04
FDH47,OUT017,1530.98
FDH34,OUT018,2956.55
FDF29,OUT046,2159.84
FDG40,OUT018,413.26
NCE18,OUT017,4076.06
FDP21,OUT010,516.43
FDY50,OUT013,1103.81
FDB36,OUT049,1899.67
NCZ29,OUT049,1843.88
FDU20,OUT018,1771.28
FDO56,OUT013,1462.02
FDW31,OUT049,2074.25
DRH59,OUT013,1177.19
NCB30,OUT017,2555.8
FDK43,OUT027,3346.48
FDW43,OUT045,3518.27
NCL19,OUT017,1931.43
FDJ27,OUT046,1366.24
FDC45,OUT046,2298.96
FDY40,OUT035,601.45
NCM41,OUT035,1404.1
NCK18,OUT019,575.65
FDP37,OUT049,1916.89
FDA27,OUT027,5808.44
NCX30,OUT035,3326.18
FDR09,OUT017,4094.08
FDG08,OUT027,4262.08
NCU30,OUT013,2280.05
FDB16,OUT017,1246.73
FDM16,OUT017,1180.21
FDC48,OUT013,1448.76
NCF18,OUT046,2494.13
FDU46,OUT018,1288.81
FDH41,OUT018,2581.3
NCN42,OUT010,370.68
FDU49,OUT046,1484.94
FDB20,OUT027,2403.98
FDG50,OUT019,174.67
FDW20,OUT045,2186.4
NCO55,OUT049,1397.44
FDX48,OUT046,2124.6
FDU48,OUT046,1532.41
FDR48,OUT019,342.89
FDK27,OUT013,1734.45
FDT35,OUT013,2549.54
FDN12,OUT049,1445.32
NCE31,OUT019,73.97
FDL21,OUT017,562.9
FDV56,OUT017,1223.11
FDR16,OUT017,3421.68
NCP41,OUT049,1372.57
FDJ27,OUT013,1503.04
FDA07,OUT017,1802.17
FDK55,OUT049,1119.54
FDM33,OUT049,3543.75
FDY46,OUT046,2593.39
FDD36,OUT046,1875.2
FDB12,OUT027,2636.2
FDF28,OUT019,233.37
NCE07,OUT019,375.05
FDW50,OUT027,3754.07
NCW18,OUT017,3484.79
NCJ17,OUT019,153.4
DRZ24,OUT010,296.47
FDS07,OUT035,1888.97
NCW05,OUT010,200.2
FDZ22,OUT018,1170.08
FDK02,OUT046,1835.96
FDZ45,OUT027,4368.43
FDL25,OUT046,885.24
FDS08,OUT045,1996.26
NCZ42,OUT027,7547.52
FDX57,OUT035,1557.57
FDF21,OUT046,2888
FDJ56,OUT018,1377.76
FDX10,OUT013,433.29
DRG48,OUT035,2364.97
DRN37,OUT046,2456.2
NCY41,OUT018,446.2
FDN28,OUT045,1241.53
FDE34,OUT045,2840.27
FDR10,OUT045,2559.32
FDC32,OUT017,1239.1
DRG13,OUT046,2359.52
FDP59,OUT049,1371.3
NCT53,OUT010,299.84
FDL57,OUT027,5421.57
FDN32,OUT010,385.69
FDK09,OUT018,2578.83
FDA52,OUT010,451.13
FDC57,OUT049,2834.48
FDI09,OUT035,2718.91
NCB07,OUT046,1902.26
FDP26,OUT035,1235.75
FDP40,OUT027,2936.74
FDL15,OUT013,2361.95
FDV07,OUT046,1417.91
FDS03,OUT017,1127.72
FDE50,OUT049,3101.82
FDQ15,OUT017,991.42
FDQ33,OUT010,265.95
FDT22,OUT013,705.49
DRO35,OUT035,1979.93
FDJ41,OUT049,3819.35
FDQ27,OUT035,1972.58
FDC26,OUT017,1948.04
NCF43,OUT027,3557.53
NCR50,OUT035,2580.33
FDE39,OUT018,1618.17
FDN49,OUT027,932.08
DRG11,OUT035,1363.07
NCA18,OUT049,1589.61
FDM36,OUT018,1916.75
FDW32,OUT017,1055.82
NCQ18,OUT010,227.72
FDX14,OUT027,2103.42
FDD46,OUT017,1869.8
FDI34,OUT019,655.4
NCJ17,OUT035,1252.96
FDB52,OUT035,3224.38
FDV55,OUT018,1856.86
FDC57,OUT046,2594.71
FDB29,OUT046,1721.47
NCO43,OUT035,1749.12
FDG44,OUT045,843.54
FDJ34,OUT045,1852.9
FDH40,OUT049,1075.86
NCD07,OUT027,3072.64
FDB41,OUT017,687.87
FDH47,OUT018,1304.56
DRK37,OUT035,2434.39
FDM25,OUT019,393.42
NCX06,OUT045,2668.44
NCS05,OUT017,1854.23
FDS39,OUT045,1702.81
FDC47,OUT027,5470.14
FDG20,OUT013,2200.18
DRL23,OUT017,1478.56
FDY33,OUT013,2620.79
NCH18,OUT045,3471.67
FDX47,OUT035,1999.11
NCB06,OUT045,2378.49
FDP36,OUT049,676.89
FDW44,OUT018,2254.41
NCU41,OUT018,2704.2
NCS17,OUT046,1458.57
FDD46,OUT035,1898.89
FDE45,OUT017,2465.71
FDI09,OUT017,3078.02
NCJ54,OUT010,552.82
NCA29,OUT018,2618.82
NCN41,OUT027,4229.89
FDY34,OUT035,2643.5
NCG55,OUT035,1855.83
DRM49,OUT046,605.96
NCB42,OUT049,1804.49
FDE58,OUT045,1775.59
DRJ25,OUT013,659.59
FDS47,OUT010,195.96
FDY21,OUT049,2647.75
NCI54,OUT013,1484.25
FDO24,OUT017,2296.1
FDY43,OUT035,2540.37
FDF35,OUT018,1377.76
NCP29,OUT019,178.18
FDN28,OUT027,2504.85
FDJ50,OUT018,662.84
FDQ14,OUT027,3156.38
FDC37,OUT035,1296.26
FDN08,OUT046,1785.8
FDD04,OUT035,1900.58
FDW34,OUT018,2365.59
FDP04,OUT017,961.55
NCG07,OUT017,2776.39
NCN14,OUT018,2648.59
FDJ16,OUT045,840.6
NCM42,OUT045,1319.59
NCF19,OUT046,656.69
FDY21,OUT018,2931.03
FDY19,OUT035,1814.2
FDV09,OUT045,2415.3
FDA28,OUT013,1700.67
FDC38,OUT018,1437.66
FDL28,OUT045,3835.33
NCH43,OUT049,2959.53
NCN53,OUT045,342.36
NCW05,OUT017,1717.6
NCO30,OUT018,2390.78
FDT04,OUT019,58.27
FDB27,OUT018,2391.48
NCK07,OUT013,2239.85
NCA53,OUT013,615.97
FDB33,OUT018,2101.67
FDU37,OUT017,1305.56
FDR13,OUT035,1672.83
FDE45,OUT049,2262.29
FDV37,OUT017,2752.49
FDX44,OUT019,173.38
NCL06,OUT017,3634.27
FDJ28,OUT045,2740.63
FDX55,OUT049,3422.61
NCK17,OUT018,476.6
FDH52,OUT035,998.57
FDN13,OUT027,2593.51
FDK44,OUT018,2068.31
FDU16,OUT046,1529.77
FDZ07,OUT017,890.69
NCN06,OUT027,3945.66
FDH02,OUT010,155.04
NCW18,OUT045,3474.08
FDH57,OUT013,1688.98
FDV35,OUT045,2422.22
NCU29,OUT013,2661.06
NCP02,OUT046,692.3
FDN44,OUT013,2599.47
FDX03,OUT018,357.9
FDR11,OUT010,408.58
FDA36,OUT046,2112.71
FDP58,OUT027,4643.21
FDH31,OUT045,1323.94
FDH34,OUT035,3066.32
FDS13,OUT035,3652.44
FDT01,OUT018,2978.49
FDY09,OUT049,2450.15
FDV33,OUT027,4530.56
NCW29,OUT010,235.36
NCN17,OUT045,1493.41
FDX01,OUT046,1646.83
FDL03,OUT049,2754.13
DRL59,OUT049,1011.29
DRM11,OUT027,4865.1
FDA43,OUT049,2573.14
FDZ56,OUT010,333.54
FDI44,OUT018,1079.4
FDB50,OUT013,1219.96
FDU15,OUT019,59.38
NCJ19,OUT019,98.27
FDD48,OUT013,1794.88
NCW42,OUT035,3533.33
FDL24,OUT017,2245.15
NCB30,OUT013,2455.14
FDK25,OUT013,2739.87
FDW28,OUT049,2764.96
FDD47,OUT017,2966.06
FDK16,OUT019,215.77
FDW37,OUT046,1398.47
FDA48,OUT035,3658
FDA14,OUT017,1872.67
FDV15,OUT013,1787.35
FDN22,OUT049,3720.65
NCD55,OUT045,579.49
FDY43,OUT013,2468.96
NCU05,OUT017,1222.4
FDF10,OUT035,2141.56
FDR39,OUT018,2779.61
FDG40,OUT013,512.59
